epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,learning_rate,loss,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_precision,val_sensitivity,val_specificity
10,0.983917236328125,0.2794255018234253,0.12932202219963074,0.056954704225063324,0.06852126121520996,4.0000002627493814e-05,0.06716112047433853,0.9840831160545349,0.9836556315422058,0.9947090744972229,0.9822704792022705,0.27970051765441895,0.13212046027183533,0.06375029683113098,0.06611472368240356,0.07081085443496704,0.9821381568908691,0.9821227192878723,0.994071364402771
11,0.0,0.0,0.0,0.0,0.0,4.0000002627493814e-05,0.0,0.0,0.0,0.0,0.9822908043861389,0.28047484159469604,0.12886255979537964,0.06617128849029541,0.06809818744659424,0.07058083266019821,0.9821943044662476,0.9821425080299377,0.9940910935401917
12,0.9837749600410461,0.282713383436203,0.1507442593574524,0.06697691977024078,0.08472395688295364,4.0000002627493814e-05,0.06584179401397705,0.9839117527008057,0.9836108684539795,0.9946578145027161,0.982337474822998,0.2778846025466919,0.11082545667886734,0.057683512568473816,0.058842163532972336,0.07117480784654617,0.9822674989700317,0.9822565317153931,0.9941095113754272
13,0.0,0.0,0.0,0.0,0.0,4.0000002627493814e-05,0.0,0.0,0.0,0.0,0.9826164245605469,0.2789441645145416,0.12844663858413696,0.06353076547384262,0.06700614094734192,0.07025255262851715,0.9825281500816345,0.9825221300125122,0.9941982626914978
14,0.9841069579124451,0.2834094762802124,0.15645070374011993,0.06593796610832214,0.0799461305141449,4.0000002627493814e-05,0.06442485004663467,0.9842010736465454,0.9839459657669067,0.9947507977485657,0.9822987914085388,0.2852109670639038,0.15003713965415955,0.07831080257892609,0.08434843271970749,0.06853245943784714,0.9822176694869995,0.982175886631012,0.9940972924232483
15,0.0,0.0,0.0,0.0,0.0,4.0000002627493814e-05,0.0,0.0,0.0,0.0,0.9823294878005981,0.2787768840789795,0.11428685486316681,0.059351202100515366,0.06053580343723297,0.07120693475008011,0.9823207855224609,0.9822409152984619,0.9941278696060181
16,0.9839295148849487,0.28671514987945557,0.16314579546451569,0.07136379927396774,0.08760934323072433,4.0000002627493814e-05,0.06336452811956406,0.9841394424438477,0.9837965369224548,0.9947306513786316,0.9830957055091858,0.27858784794807434,0.11393984407186508,0.0563356876373291,0.06142366677522659,0.06838587671518326,0.9830501675605774,0.9830081462860107,0.9943696856498718
17,0.0,0.0,0.0,0.0,0.0,4.0000002627493814e-05,0.0,0.0,0.0,0.0,0.983430027961731,0.28074920177459717,0.12245333939790726,0.06332272291183472,0.06614368408918381,0.06609781086444855,0.9834080934524536,0.9833359718322754,0.9944879412651062
18,0.983975350856781,0.2906308174133301,0.179006889462471,0.0822424367070198,0.10316087305545807,4.0000002627493814e-05,0.06181982904672623,0.9845713376998901,0.983791172504425,0.9948743581771851,0.9830225110054016,0.2821764349937439,0.11593811213970184,0.06345722079277039,0.06839245557785034,0.06682607531547546,0.9830490946769714,0.9829457998275757,0.9943658709526062
19,0.0,0.0,0.0,0.0,0.0,4.0000002627493814e-05,0.0,0.0,0.0,0.0,0.9834509491920471,0.2878453731536865,0.16089016199111938,0.07481477409601212,0.08020561933517456,0.06435131281614304,0.9837761521339417,0.9833018779754639,0.9946113228797913
20,0.9839292168617249,0.290205180644989,0.16957920789718628,0.0777033343911171,0.09558399766683578,4.0000002627493814e-05,0.06196349114179611,0.9845154881477356,0.9837372303009033,0.994853138923645,0.9818139672279358,0.28817296028137207,0.14132662117481232,0.07783293724060059,0.0837477445602417,0.06783821433782578,0.9817789196968079,0.9816899299621582,0.9939500093460083
21,0.0,0.0,0.0,0.0,0.0,4.0000002627493814e-05,0.0,0.0,0.0,0.0,0.9830648303031921,0.28386378288269043,0.12618641555309296,0.06928418576717377,0.07089512795209885,0.06522174924612045,0.9830532073974609,0.9829724431037903,0.9943707585334778
22,0.9837595224380493,0.2926766574382782,0.18361441791057587,0.08438971638679504,0.10549554228782654,8.000000889296643e-06,0.06172500550746918,0.9842714071273804,0.9835454225540161,0.9947741031646729,0.982479989528656,0.28703904151916504,0.1431979537010193,0.07124325633049011,0.08356639742851257,0.0657339096069336,0.9825196862220764,0.9823352098464966,0.9941956400871277
23,0.0,0.0,0.0,0.0,0.0,8.000000889296643e-06,0.0,0.0,0.0,0.0,0.9826909899711609,0.29035937786102295,0.16858085989952087,0.08553820848464966,0.09418198466300964,0.06592369824647903,0.9834808111190796,0.9825188517570496,0.9945132732391357
24,0.9837457537651062,0.2913888990879059,0.17377741634845734,0.08130692690610886,0.1020900085568428,1.6000001323845936e-06,0.06212300434708595,0.9840853810310364,0.9835643172264099,0.994712769985199,0.9828393459320068,0.29476532340049744,0.19481727480888367,0.08973737806081772,0.11064425110816956,0.06411729753017426,0.9838844537734985,0.9824571013450623,0.9946438074111938
25,0.0,0.0,0.0,0.0,0.0,1.6000001323845936e-06,0.0,0.0,0.0,0.0,0.9826127886772156,0.28969043493270874,0.1524234116077423,0.08348730951547623,0.09021005034446716,0.06453994661569595,0.9825932383537292,0.982474684715271,0.9942218065261841
26,0.9837368130683899,0.2927790880203247,0.1799919456243515,0.08628503978252411,0.10709594935178757,1.6000001323845936e-06,0.06179039552807808,0.9842975735664368,0.9835197329521179,0.9947808384895325,0.9825775027275085,0.2849302887916565,0.1360936313867569,0.0706978514790535,0.07606073468923569,0.06732393801212311,0.9825186729431152,0.9824405312538147,0.9941927194595337
27,0.0,0.0,0.0,0.0,0.0,9.999999974752427e-07,0.0,0.0,0.0,0.0,0.982890784740448,0.28488776087760925,0.13325165212154388,0.07132171839475632,0.07326655089855194,0.06612437963485718,0.9828331470489502,0.9827502965927124,0.99429851770401
28,0.9838226437568665,0.2951301038265228,0.19820697605609894,0.09148410707712173,0.11346590518951416,9.999999974752427e-07,0.06136824190616608,0.984737753868103,0.9835424423217773,0.9949287176132202,0.9827662706375122,0.2860606610774994,0.13399431109428406,0.07568997144699097,0.07926243543624878,0.06596922874450684,0.9827773571014404,0.982653021812439,0.9942798018455505
29,0.0,0.0,0.0,0.0,0.0,9.999999974752427e-07,0.0,0.0,0.0,0.0,0.982237696647644,0.2879846394062042,0.13594675064086914,0.07802256941795349,0.08439189195632935,0.0664120689034462,0.9822906255722046,0.9821246266365051,0.9941164255142212
30,0.9841283559799194,0.2940824627876282,0.18908323347568512,0.09386970847845078,0.11603140085935593,9.999999974752427e-07,0.05989837273955345,0.984771728515625,0.9839302897453308,0.9949415922164917,0.9833878874778748,0.28465744853019714,0.1297597587108612,0.06830178201198578,0.07668505609035492,0.06431944668292999,0.9833585619926453,0.9832485914230347,0.9944711923599243
31,0.0,0.0,0.0,0.0,0.0,9.999999974752427e-07,0.0,0.0,0.0,0.0,0.9823172688484192,0.28762421011924744,0.13987642526626587,0.07490256428718567,0.08244378864765167,0.06613373011350632,0.9823559522628784,0.9822040796279907,0.9941388368606567
32,0.983980119228363,0.2922828495502472,0.18111614882946014,0.08111722767353058,0.09988448023796082,9.999999974752427e-07,0.06150015443563461,0.984674334526062,0.9836921691894531,0.9949051737785339,0.9820634722709656,0.28842693567276,0.15221354365348816,0.07630299031734467,0.08213534951210022,0.06794659793376923,0.9823446869850159,0.9819201827049255,0.9941341280937195
33,0.0,0.0,0.0,0.0,0.0,9.999999974752427e-07,0.0,0.0,0.0,0.0,0.9824968576431274,0.2855316996574402,0.13193321228027344,0.07454793155193329,0.07915030419826508,0.06796718388795853,0.9824473857879639,0.9823903441429138,0.9941691160202026
34,0.9842092394828796,0.29353195428848267,0.1813025176525116,0.08422788977622986,0.1072295755147934,9.999999974752427e-07,0.05983598902821541,0.984798789024353,0.9840085506439209,0.9949473142623901,0.9818999767303467,0.2919183373451233,0.17039425671100616,0.08240678906440735,0.08695824444293976,0.06767876446247101,0.9829022884368896,0.981635332107544,0.9943161010742188
