epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_precision,val_sensitivity,val_specificity
14,0.9843231439590454,0.33279848098754883,0.2851276695728302,0.16818119585514069,0.19882038235664368,0.05367137864232063,0.9883776903152466,0.9810456037521362,0.996075451374054,0.9866362810134888,0.3396967649459839,0.35429197549819946,0.16342735290527344,0.24503111839294434,0.04943245276808739,0.9898108243942261,0.9838421940803528,0.9965437650680542
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9866361618041992,0.3396967351436615,0.35429203510284424,0.16342738270759583,0.24503110349178314,0.04943244904279709,0.9898107647895813,0.9838419556617737,0.9965438842773438
16,0.9850377440452576,0.3355266749858856,0.2836343050003052,0.18661931157112122,0.20091739296913147,0.055371563881635666,0.9887045621871948,0.9815199971199036,0.9961829781532288,0.9855120182037354,0.36041346192359924,0.3950333893299103,0.31045663356781006,0.2594314515590668,0.04956623539328575,0.9901064038276672,0.9814266562461853,0.9966413974761963
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9855122566223145,0.36041346192359924,0.3950333595275879,0.31045663356781006,0.25943148136138916,0.04956622049212456,0.9901064038276672,0.9814268350601196,0.996641218662262
18,0.9852351546287537,0.34473878145217896,0.32836437225341797,0.1739494949579239,0.23271606862545013,0.0509728267788887,0.989202082157135,0.9818944931030273,0.9963464140892029,0.9869398474693298,0.35536113381385803,0.2342437505722046,0.19539190828800201,0.27233850955963135,0.046622298657894135,0.9895201921463013,0.9846003651618958,0.9964441061019897
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9869398474693298,0.3553611636161804,0.234243705868721,0.19539190828800201,0.27233853936195374,0.04662230983376503,0.9895204305648804,0.9846003651618958,0.9964439868927002
20,0.9862775206565857,0.36235925555229187,0.35466474294662476,0.24528369307518005,0.23802156746387482,0.046799492090940475,0.9893276691436768,0.9833573698997498,0.9963834285736084,0.9884815216064453,0.3887723684310913,0.45132797956466675,0.22387491166591644,0.30837827920913696,0.039448969066143036,0.9908276200294495,0.9862395524978638,0.9968870282173157
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9884814620018005,0.38877221941947937,0.45132800936698914,0.22387494146823883,0.308378130197525,0.039448972791433334,0.9908276200294495,0.9862394332885742,0.9968870878219604
22,0.9864245057106018,0.373648464679718,0.3845680058002472,0.26067712903022766,0.24465849995613098,0.04534582793712616,0.9895903468132019,0.9832944273948669,0.996475338935852,0.9882173538208008,0.40679776668548584,0.45003101229667664,0.3466237783432007,0.21037565171718597,0.038148943334817886,0.9901007413864136,0.9864992499351501,0.9966587424278259
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9882170557975769,0.40679776668548584,0.4500310719013214,0.3466237485408783,0.21037563681602478,0.038148943334817886,0.9901007413864136,0.9864992499351501,0.9966586232185364
24,0.9862481951713562,0.36790281534194946,0.3868228793144226,0.22182638943195343,0.2385835200548172,0.04636532440781593,0.9894504547119141,0.9831667542457581,0.996427595615387,0.988304853439331,0.38661134243011475,0.38484987616539,0.22574056684970856,0.33688855171203613,0.03739836812019348,0.9921016097068787,0.9846621155738831,0.9972506165504456
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9883045554161072,0.38661131262779236,0.3848499059677124,0.22574061155319214,0.33688849210739136,0.03739836812019348,0.9921014904975891,0.9846618175506592,0.9972504377365112
26,0.9877932667732239,0.39959192276000977,0.439246267080307,0.3288969099521637,0.26898056268692017,0.039779581129550934,0.99064701795578,0.9846890568733215,0.9968202710151672,0.9884754419326782,0.40235236287117004,0.4775639474391937,0.21578924357891083,0.2866515517234802,0.03591204807162285,0.9899519681930542,0.9869630932807922,0.9966152310371399
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9884754419326782,0.40235236287117004,0.47756391763687134,0.2157892882823944,0.2866514325141907,0.03591204807162285,0.9899517893791199,0.9869632124900818,0.9966153502464294
28,0.9880525469779968,0.4098456799983978,0.47421935200691223,0.3287436068058014,0.2906842827796936,0.037858035415410995,0.9914581179618835,0.9845339059829712,0.9970700740814209,0.9898162484169006,0.4332151710987091,0.5098135471343994,0.4514085352420807,0.29896077513694763,0.03262888267636299,0.9921260476112366,0.9874386191368103,0.9973048567771912
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9898163676261902,0.43321505188941956,0.5098136067390442,0.45140859484672546,0.29896077513694763,0.03262888640165329,0.9921260476112366,0.9874387383460999,0.9973048567771912
30,0.98828125,0.4236769676208496,0.49512624740600586,0.3579992353916168,0.30445918440818787,0.03611835837364197,0.9911381006240845,0.9852786064147949,0.9969802498817444,0.9884297847747803,0.41112205386161804,0.41317322850227356,0.29807138442993164,0.34335726499557495,0.03567185997962952,0.9919066429138184,0.9850977063179016,0.997205913066864
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9884294867515564,0.4111221134662628,0.4131733179092407,0.2980715036392212,0.3433573246002197,0.035671867430210114,0.9919065237045288,0.9850977063179016,0.9972062110900879
32,0.9888786673545837,0.4402170181274414,0.5094670653343201,0.43541237711906433,0.3140649199485779,0.034446924924850464,0.9914762377738953,0.9860663414001465,0.9970929026603699,0.9894837141036987,0.4365293085575104,0.5606138110160828,0.47573867440223694,0.35118263959884644,0.03460900858044624,0.9933912754058838,0.984876275062561,0.9976898431777954
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9894840121269226,0.43652936816215515,0.5606138110160828,0.47573861479759216,0.3511826694011688,0.034609001129865646,0.9933913946151733,0.9848761558532715,0.9976898431777954
34,0.988112211227417,0.4182652235031128,0.5019738078117371,0.3444466292858124,0.2978176474571228,0.03780435770750046,0.9912376999855042,0.9847844839096069,0.9970065355300903,0.9872924089431763,0.3546091914176941,0.4310619831085205,0.07301568239927292,0.10747239738702774,0.04322301223874092,0.9878305792808533,0.9867507219314575,0.9959421157836914
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987292468547821,0.35460910201072693,0.43106189370155334,0.07301566749811172,0.10747240483760834,0.04322301223874092,0.9878308176994324,0.9867508411407471,0.9959421753883362
36,0.9891550540924072,0.43366265296936035,0.5607671737670898,0.3294467628002167,0.3127681016921997,0.03200894221663475,0.9922159910202026,0.9860885739326477,0.9973272681236267,0.9896137714385986,0.45433658361434937,0.5805119872093201,0.3776125907897949,0.35811418294906616,0.033040475100278854,0.9915415644645691,0.9874010682106018,0.9971376657485962
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9896137714385986,0.45433667302131653,0.5805120468139648,0.37761256098747253,0.3581143021583557,0.033040475100278854,0.9915418028831482,0.9874010682106018,0.9971374273300171
38,0.9897525310516357,0.46397289633750916,0.5732805132865906,0.44598695635795593,0.34421873092651367,0.030959468334913254,0.9920963048934937,0.9871141910552979,0.9973085522651672,0.990256667137146,0.4470711648464203,0.6014207005500793,0.4711865484714508,0.3577928841114044,0.031229393556714058,0.9934245944023132,0.9865110516548157,0.9977170825004578
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9902566075325012,0.4470710754394531,0.6014207601547241,0.4711866080760956,0.3577929139137268,0.03122938796877861,0.9934245944023132,0.9865111112594604,0.9977167248725891
